"id","create_uid","create_date","write_uid","tgl_penempatan","write_date","alamat_penempatan","telp_penempatan","name","jenis_penempatan","pelatihan_id","jml_penempatan"
839,21,2020-06-12 04:24:53,21,2019-09-02,2020-06-12 04:24:53,PONOROGO,,KK. MUA,Informal,1291,16
841,21,2020-06-12 04:25:45,21,2019-09-10,2020-06-12 04:25:45,PONOROGO,,TU SD,Formal,1290,1
842,21,2020-06-12 04:25:45,21,2019-09-10,2020-06-12 04:25:45,JAKARTA,,PT.SUANSUAN RESTAURANT INDONESIA,Formal,1290,1
843,21,2020-06-12 04:25:45,21,2019-09-10,2020-06-12 04:25:45,PONOROGO,,KASIR INDOMARET,Formal,1290,1
844,21,2020-06-12 04:25:45,21,2019-09-10,2020-06-12 04:25:45,GOLAN SUKOREJO,,PENDAMPING DESA,Formal,1290,1
840,21,2020-06-12 04:25:45,21,2019-09-10,2020-06-12 04:25:45,-,,PERANGKAT DESA,Formal,1290,2
845,21,2020-06-12 04:35:54,21,2019-09-10,2020-06-12 04:35:54,MAGETAN,,BENGKEL LAS ,Informal,1203,1
846,20,2020-06-12 09:29:41,20,2019-08-01,2020-06-12 09:29:41,Pasuruan,,WIRAUSAHA ( Mebel ),Informal,428,12
847,20,2020-06-12 09:30:48,20,2019-08-01,2020-06-12 09:30:48,Pasuruan,,WIRAUSAHA (Penjahit),Informal,430,14
848,20,2020-06-12 09:32:11,20,2019-08-01,2020-06-12 09:32:11,Pasuruan,,WIRAUSAHA (Pembatik),Informal,427,12
849,20,2020-06-12 09:33:29,20,2019-09-01,2020-06-12 09:33:29,Pasuruan,,Bengkel Motor,Informal,426,12
850,20,2020-06-12 09:34:36,20,2019-11-01,2020-06-12 09:34:36,Pasuruan,,WIRAUSAHA(bordir),Informal,429,13
851,20,2020-06-12 09:35:26,20,2019-11-01,2020-06-12 09:35:26,Pasuruan,,WIRAUSAHA (Rias),Informal,425,13
852,20,2020-06-12 09:36:34,20,2019-11-01,2020-06-12 09:36:34,Pasuruan,,WIRAUSAHA (Tukang Jahit),Informal,424,14
853,20,2020-06-12 09:48:27,20,2019-03-01,2020-06-12 09:48:27,Pasuruan,,WIRAUSAHA MANDIRI (Penjual Makanan),Informal,499,10
854,20,2020-06-12 09:48:27,20,2019-11-01,2020-06-12 09:48:27,Pasuruan,,WIRAUSAHA MANDIRI (Penjual Makanan & minuman),Informal,499,5
855,20,2020-06-12 09:50:07,20,2019-03-01,2020-06-12 09:50:07,Pasuruan,,WIRAUSAHA MANDIRI (Penjual Makanan),Informal,503,13
856,20,2020-06-12 09:51:09,20,2019-03-01,2020-06-12 09:51:09,Pasuruan,,WIRAUSAHA MANDIRI (Penjahit),Informal,500,12
857,20,2020-06-12 09:52:07,20,2019-05-01,2020-06-12 09:53:57,Pasuruan,,WIRAUSAHA MANDIRI (Tukang Kayu),Informal,502,12
858,20,2020-06-12 09:54:18,20,2019-11-01,2020-06-12 09:54:18,Pasuruan,,WIRAUSAHA MANDIRI (Tukang Kayu),Informal,502,3
860,20,2020-06-12 09:56:41,20,2019-11-01,2020-06-12 09:56:41,Pasuruan,,WIRAUSAHA MANDIRI (Service Elektronik),Informal,504,2
859,20,2020-06-12 09:56:41,20,2019-03-01,2020-06-12 09:56:41,Pasuruan,,WIRAUSAHA MANDIRI (Service Elektronik),Informal,504,13
861,20,2020-06-12 09:58:48,20,2019-03-01,2020-06-12 09:58:48,Pasuruan,,WIRAUSAHA MANDIRI ( service AC),Informal,501,10
862,20,2020-06-12 09:58:48,20,2019-11-01,2020-06-12 09:58:48,Pasuruan,,WIRAUSAHA MANDIRI ( service AC),Informal,501,5
863,20,2020-06-12 10:01:09,20,2019-04-01,2020-06-12 10:01:09,Pasuruan,,WIRAUSAHA MANDIRI ( Pembatik),Informal,505,12
864,20,2020-06-12 10:01:09,20,2019-11-01,2020-06-12 10:01:09,Pasuruan,,WIRAUSAHA MANDIRI ( Pembatik),Informal,505,4
865,20,2020-06-12 10:02:49,20,2019-04-01,2020-06-12 10:02:49,Pasuruan,,WIRAUSAHA MANDIRI (Penjual Makanan),Informal,509,14
866,20,2020-06-12 10:04:20,20,2019-04-01,2020-06-12 10:04:20,Pasuruan,,BENGKEL MOBIL,Informal,506,10
868,20,2020-06-12 10:06:49,20,2019-11-01,2020-06-12 10:06:49,Pasuruan,,WIRAUSAHA MANDIRI (Service Motor),Informal,508,4
867,20,2020-06-12 10:06:49,20,2019-04-01,2020-06-12 10:06:49,Pasuruan,,WIRAUSAHA MANDIRI (Service Motor),Informal,508,11
869,20,2020-06-12 10:07:42,20,2019-11-01,2020-06-12 10:07:42,Pasuruan,,WIRAUSAHA MANDIRI (Tukang Kayu),Informal,510,15
870,20,2020-06-12 10:11:36,20,2019-12-01,2020-06-12 10:11:36,Pasuruan,,WIRAUSAHA (SERVICE MOTOR),Informal,917,13
871,20,2020-06-12 10:12:28,20,2019-11-01,2020-06-12 10:12:28,Pasuruan,,WIRAUSAHA (TUKANG JAHIT),Informal,921,16
872,20,2020-06-12 10:13:16,20,2019-12-01,2020-06-12 10:13:16,Pasuruan,,WIRAUSAHA (Makanan & Minuman),Informal,922,14
873,20,2020-06-12 10:14:16,20,2019-12-01,2020-06-12 10:14:16,Pasuruan,,WIRAUSAHA (Makanan & Minuman),Informal,926,15
1976,24,2020-07-15 01:51:47,24,2019-07-15,2020-07-15 01:51:47,JL LEFDA SUCIPTO NO.110 TUBAN,,TP USAHA BAKTI ,Formal,1927,1
1978,24,2020-07-15 01:51:47,24,2019-07-15,2020-07-15 01:51:47,JL. LEFDA SUCIPTO NO.110 TUBAN ,,PT USAHA BHAKTI,Formal,1927,1
2491,14,2020-07-16 21:29:02,14,2020-02-03,2020-07-16 21:29:02,JEMBER,,SERVICE HP ANEKA MERK,Informal,1982,4
2492,14,2020-07-16 21:29:02,14,2020-01-12,2020-07-16 21:29:02,JEMBER,,DOKTER HP,Informal,1982,3
2513,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Dsn. Ngandong 01/01 Ds. Nanggungan Kec. Kayen Kidul,-,Jual Camilan Kiloan,Informal,1654,1
2514,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Jl. Bedadung 01/03 Ds. Pelem Kec. Pare,-,Pesanan Kue,Informal,1654,1
2515,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Jl. Kyai Doko No. 102 Ds. Doko Kec. Ngasem,-,Jual Gorengan dan Lauk Pauk,Informal,1654,1
2516,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Dsn. Kencong Tengah 10/02 Ds. Kencong Kec. Kepung,-,Produksi Keripik,Informal,1654,1
2517,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Jl. Mastrip Gg. 02 Dsn. Klanderan 07/02 Ds. Klanderan Kec. Plosoklaten,-,Produksi Kerupuk,Informal,1654,1
2518,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Dsn. Bangsongan 02/01 Ds. Bangsongan Kec. Kayen Kidul,-,Pesanan Kue Nampan dan Permen Tape,Informal,1654,1
2519,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Dsn. Gerdu 02/02 Ds. Bangsongan Kec. Kayen Kidul,-,Jual Gerabah,Informal,1654,1
2520,16,2020-07-17 01:08:31,16,2019-03-20,2020-07-17 01:08:31,Dsn. Ngino 02/03 Ds. Ngino Kec. Plemahan,-,Usaha Warung dan Pesanan Catering,Informal,1654,1
2575,16,2020-07-17 02:13:48,16,2019-04-11,2020-07-17 02:13:48,Ds. Gledug Kec. Sanankulon Kab. Blitar,-,Usaha Bengkel Karang Taruna,Informal,1703,6
2592,16,2020-07-17 02:40:32,16,2019-07-27,2020-07-17 02:40:32,Ds. Lorejo Kec. Bakung Kab. Blitar,-,Usaha Kelompok Servis Elektro,Informal,1756,9
2606,16,2020-07-17 03:19:40,16,2019-12-05,2020-07-17 03:19:40,Dsn/Ds. Kedawung Kec. Nglegok Kab. Blitar,,Produksi Keripik Uceng,Informal,2077,11
3063,16,2020-07-17 08:10:05,16,2019-11-26,2020-07-17 08:10:05,Dsn. Kolak Utara Ds. Wonorejo Kec. Ngadiluwih,,Reseller Obat Herbal,Informal,2005,1
3064,16,2020-07-17 08:10:05,16,2019-11-28,2020-07-17 08:10:05,Dsn. Budi Mulyo Ds. Branggahan Kec. Ngadiluwih,,Fotocopy & ATK Surya,Informal,2005,1
3065,16,2020-07-17 08:10:05,16,2019-11-25,2020-07-17 08:10:05,Dsn. Ngreco Ds. Rembang Kec. Ngadiluwih,,Kursus Komputer Pemula Ningrum,Informal,2005,1
3066,16,2020-07-17 08:10:05,16,2019-11-28,2020-07-17 08:10:05,Ds. Mangunrejo Kec. Ngadiluwih,,Reseller Shopie Paris,Informal,2005,1
3067,16,2020-07-17 08:10:05,16,2019-11-21,2020-07-17 08:10:05,Ds. Ngadiluwih Kec. Ngadiluwih,,Produksi & Jual Hijab Syar'i,Informal,2005,1
3068,16,2020-07-17 08:10:05,16,2020-11-24,2020-07-17 08:10:05,Ds. Purwokerto Kec. Ngadiluwih,,Reseller Oriflame,Informal,2005,1
3069,16,2020-07-17 08:10:05,16,2019-11-29,2020-07-17 08:10:05,Ds. Jabang Kec. Kras,,Counter Pulsa & Warung Kopi,Informal,2005,1
3070,16,2020-07-17 08:10:05,16,2019-11-29,2020-07-17 08:10:05,Ds. Tales Kec. Ngadiluwih,,Reseller Gamis Syar'i Aura,Informal,2005,1
3136,16,2020-07-17 08:43:48,16,2019-11-20,2020-07-17 08:43:48,Sidoarjo,,PT. Dupont Indonesia,Formal,1986,1
3138,16,2020-07-17 08:43:48,16,2019-11-25,2020-07-17 08:43:48,Ds. Cengkok Kec. Pacet Kab. Nganjuk,,Bengkel Las Lancar,Informal,1986,1
3139,16,2020-07-17 08:43:48,16,2019-11-18,2020-07-17 08:43:48,Surabaya,,PT. SOS Indonesia,Formal,1986,1
3141,16,2020-07-17 08:43:48,16,2019-12-02,2020-07-17 08:43:48,Kediri,,PT. Mitra Pandu Persada,Formal,1986,1
3142,16,2020-07-17 08:43:48,16,2019-12-05,2020-07-17 08:43:48,Dsn. Pondok 03/06 Dsn. Pondokagung Kec. Kasembon Kab. Malang,,Bengkel Las Pak Sur,Informal,1986,1
3143,16,2020-07-17 08:43:48,16,2019-12-02,2020-07-17 08:43:48,Surabaya,,PT. Dana Mandiri Sejahtera,Formal,1986,1
3144,16,2020-07-17 08:43:48,16,2019-12-03,2020-07-17 08:43:48,Dsn. Tiron 09/02 Ds. Tiron Kec. Banyakan,,Toko Bangunan Bahri,Informal,1986,1
3135,16,2020-07-17 08:43:48,16,2019-11-25,2020-07-17 08:43:48,Gresik,,PT. Everwin,Formal,1986,3
3140,16,2020-07-17 08:43:48,16,2019-11-25,2020-07-17 08:43:48,Jl. Gadungan Satak No.7 Kec. Puncu Kab. Kediri,,PT. Insastama,Formal,1986,3
3137,16,2020-07-17 08:43:48,16,2019-11-25,2020-07-17 08:43:48,"Jl. Mauni, Pesantren, Kota Kediri",,CV. Gudang Teknik,Formal,1986,2
3343,18,2020-07-22 08:00:23,18,2020-02-25,2020-07-22 08:00:23,Ngoro Industri Persada blok F-1 Mojokerto,,PT. Marufuji Kinzai Indonesia,Formal,567,1
3352,23,2020-07-22 13:26:14,23,2019-10-10,2020-07-22 13:26:14,Kecamatan Kota Sumenep,,Wirausaha,Formal,1434,6
3366,23,2020-07-22 14:26:02,23,2019-11-01,2020-07-22 14:26:02,kabupaten sumenep,,wirausaha,Formal,1604,16
3368,23,2020-07-22 14:33:14,23,2019-11-20,2020-07-22 14:33:14,kabupaten sumenep,,wirausaha,Formal,1608,9
3385,23,2020-07-22 15:28:03,23,2019-08-20,2020-07-22 15:28:03,kab.sumenep ,,wirausaha,Formal,1471,2
3387,23,2020-07-22 15:33:01,23,2019-06-10,2020-07-22 15:33:01,desa moncek tengah kec. lenteng kab. sumenep,,wirausaha kerupuk ikan,Formal,1538,16
3390,23,2020-07-22 15:40:56,23,2019-05-02,2020-07-22 15:40:56,desa bilapora rebba kec. lenteng kab.sumenep,,kelompok bersama mandiri,Formal,1533,16
3394,18,2020-07-23 02:00:45,18,2020-02-26,2020-07-23 02:00:45,Ngoro Industri Persada blok F-1 Mojokerto,,PT. Marufuji Kinzai Indonesia,Formal,657,1
3395,18,2020-07-23 02:06:58,18,2020-02-26,2020-07-23 02:06:58,Ngoro Industri Persada blok F-1 Mojokerto,,PT. Marufuji Kinzai Indonesia,Formal,1544,1
3417,26,2020-07-23 12:50:17,26,2020-02-03,2020-07-23 12:50:17,Malang,,Usaha Mandiri Aneka Kue,Informal,1946,16
3426,8,2020-07-23 18:09:28,8,2019-05-20,2020-07-23 18:09:28,GANG 3 SUKOHARJO KLOJEN MALANG,-,CV. MITRA TEKNIK ,Formal,2356,1
3427,8,2020-07-23 18:09:28,8,2019-05-20,2020-07-23 18:09:28,JL. BOGOR GANG II NO. 531 KLOJEN MALANG,-,SERVIS KULKAS/ AC,Formal,2356,1
3428,8,2020-07-23 18:09:28,8,2019-05-20,2020-07-23 18:09:28,JL. PERUSAHAAN RAYA NO. 24 KARANGLO BANJARARUM ,-,CAHAYA BARU AC MOBIL,Formal,2356,1
3429,8,2020-07-23 18:09:28,8,2019-05-20,2020-07-23 18:09:28,JL. MERTOJOYO MERJOSARI MALANG,-,SERVIS AC MALANG,Formal,2356,2
874,20,2020-06-12 10:16:00,20,2019-12-01,2020-06-12 10:16:00,Pasuruan,,Bengkel Mobil (jasa service),Informal,918,13
875,20,2020-06-12 10:17:23,20,2019-12-01,2020-06-12 10:17:23,Pasuruan,,WIRAUSAHA (Jasa Service Elektronik),Informal,919,11
876,20,2020-06-12 10:18:45,20,2019-12-01,2020-06-12 10:18:45,Pasuruan,,WIRAUSAHA (Jasa Service AC/Kulkas dst),Informal,920,13
877,20,2020-06-12 10:20:07,20,2019-12-01,2020-06-12 10:20:07,Pasuruan,,WIRAUSAHA (TUKANG KAYU/MEBEL),Informal,905,14
878,20,2020-06-12 10:21:04,20,2019-12-01,2020-06-12 10:21:04,Pasuruan,,WIRAUSAHA (TUKANG KAYU/MEBEL),Informal,923,12
879,20,2020-06-12 10:21:52,20,2019-12-01,2020-06-12 10:21:52,Pasuruan,,WIRAUSAHA (SERVICE MOTOR),Informal,924,14
880,20,2020-06-12 10:22:43,20,2019-12-01,2020-06-12 10:22:43,Pasuruan,,WIRAUSAHA (Batik Tulis Khas Daerah),Informal,927,16
881,20,2020-06-12 10:23:32,20,2019-12-01,2020-06-12 10:23:32,Pasuruan,,Bengkel Mobil (jasa service),Informal,925,13
882,20,2020-06-12 11:57:50,20,2019-05-01,2020-06-12 11:57:50,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,476,4
883,20,2020-06-12 11:57:50,20,2019-09-01,2020-06-12 11:57:50,Pasuruan,,NK BIMBEL,Formal,476,1
885,20,2020-06-12 12:02:54,20,2019-05-01,2020-06-12 12:02:54,Pasuruan,,PT. WIDATRA BHAKTI,Formal,475,1
886,20,2020-06-12 12:02:54,20,2019-07-01,2020-06-12 12:02:54,Pasuruan,,GURU SUKUAN OLAHRAGA MTS. BABUL FUTUH PANDAAN ,Formal,475,1
887,20,2020-06-12 12:02:54,20,2019-07-01,2020-06-12 12:02:54,Pasuruan,,UNIVERSITAS NU PASURUAN,Formal,475,1
888,20,2020-06-12 12:02:54,20,2019-07-01,2020-06-12 12:02:54,Pasuruan,,PT.RAINDO PUTRA LESTARI SBG STAF PAJAK ,Formal,475,1
889,20,2020-06-12 12:02:54,20,2019-07-01,2020-06-12 12:02:54,Pasuruan,,CV.PROFOAT INDONESIA (FREELEANCE),Informal,475,1
890,20,2020-06-12 12:02:54,20,2019-07-01,2020-06-12 12:02:54,Pasuruan,,PT.LEKONG - PURWOSARI,Formal,475,1
884,20,2020-06-12 12:02:54,20,2019-05-01,2020-06-12 12:02:54,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,475,3
891,20,2020-06-12 12:03:44,20,2019-05-01,2020-06-12 12:03:44,Pasuruan,,WIRAUSAHA ( Service Motor ),Informal,477,14
892,20,2020-06-12 12:06:11,20,2019-05-01,2020-06-12 12:06:11,Pasuruan,,WIRAUSAHA ( Penjahit ),Informal,478,12
893,20,2020-06-12 12:06:11,20,2019-05-01,2020-06-12 12:06:11,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,478,2
894,20,2020-06-12 12:09:03,20,2019-05-01,2020-06-12 12:09:03,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,479,4
895,20,2020-06-12 12:09:03,20,2019-07-01,2020-06-12 12:09:03,Pasuruan,,DI KOPERASI MBK,Informal,479,1
896,20,2020-06-12 12:09:03,20,2019-07-01,2020-06-12 12:09:03,Pasuruan,,TOKO NIRMALA PANDAN,Informal,479,1
897,20,2020-06-12 12:09:03,20,2019-07-01,2020-06-12 12:09:03,Pasuruan,,DINAS PERPUSTAKAAN DAN ARSIP KAB.PASURUAN,Formal,479,1
898,20,2020-06-12 12:09:03,20,2019-07-01,2020-06-12 12:09:03,Pasuruan,,PT. YEMI,Formal,479,1
899,20,2020-06-12 12:42:48,20,2019-05-01,2020-06-12 12:42:48,Pasuruan,,WIRAUSAHA MANDIRI (Makanan & Minuman),Informal,481,7
900,20,2020-06-12 12:42:48,20,2019-05-01,2020-06-12 12:42:48,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,481,6
902,20,2020-06-12 12:45:39,20,2019-08-01,2020-06-12 12:45:39,Pasuruan,,WIRAUSAHA ( Jasa Rias ),Informal,480,6
901,20,2020-06-12 12:45:39,20,2019-05-01,2020-06-12 12:45:39,Pasuruan,,WiRAUSAHA ( Jasa Rias ),Informal,480,8
903,20,2020-06-12 12:50:26,20,2019-09-01,2020-06-12 12:50:26,Pasuruan,,Bengkel Las,Informal,483,4
904,20,2020-06-12 12:50:26,20,2019-10-01,2020-06-12 12:50:26,Surabaya,,RS HUSADA UTAMA SBY,Formal,483,1
905,20,2020-06-12 12:50:26,20,2019-10-01,2020-06-12 12:50:26,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,483,1
906,20,2020-06-12 12:53:03,20,2019-07-01,2020-06-12 12:53:03,Pasuruan,,PT.HILON INDONESIA,Formal,482,1
907,20,2020-06-12 12:53:03,20,2019-09-01,2020-06-12 12:53:03,Pasuruan,,PT. SBI,Formal,482,1
908,20,2020-06-12 12:53:54,20,2019-06-01,2020-06-12 12:53:54,Pasuruan,,PT. NIPPON PISTON RINGS,Formal,487,1
910,20,2020-06-12 12:56:18,20,2019-08-01,2020-06-12 12:56:18,Pasuruan,,WIRAUSAHA ( Service Motor ),Informal,488,4
909,20,2020-06-12 12:56:18,20,2019-06-01,2020-06-12 12:56:18,Pasuruan,,WIRAUSAHA ( Service Motor ),Informal,488,9
912,20,2020-06-12 12:59:12,20,2019-08-01,2020-06-12 12:59:12,Pasuruan,,BENGKEL MOBIL,Informal,486,6
911,20,2020-06-12 12:59:12,20,2019-06-01,2020-06-12 12:59:12,Pasuruan,,BENGKEL MOBIL,Informal,486,5
913,20,2020-06-12 13:02:14,20,2019-06-01,2020-06-12 13:02:14,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,485,6
915,20,2020-06-12 13:02:14,20,2019-07-01,2020-06-12 13:02:14,Pasuruan,,MEUBEL CENDRAWASIH,Informal,485,1
914,20,2020-06-12 13:02:14,20,2019-06-01,2020-06-12 13:02:14,Pasuruan,,PT. NIPPON PISTON RINGS,Formal,485,2
916,20,2020-06-12 13:07:21,20,2019-06-01,2020-06-12 13:07:21,Pasuruan,,SMK DARUL MURTADLO,Formal,484,1
917,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Surabaya,,PT. ISPAT INDO,Formal,484,1
918,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Pasuruan,,PT. SCANDINAVIA TOBACCO GROUP ,Formal,484,1
919,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Surabaya,,WELDING KAMPUH,Informal,484,1
920,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Pasuruan,,SMK TARUNA BHAKTI,Informal,484,1
921,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Pasuruan,,PT. ISS INDONESIA,Formal,484,1
922,20,2020-06-12 13:07:21,20,2019-09-01,2020-06-12 13:07:21,Pasuruan,,PT. INDOMARCO PRISMATAMA,Formal,484,1
923,20,2020-06-12 13:07:21,20,2019-07-01,2020-06-12 13:07:21,Surabaya,,WELDING KAMPUH,Informal,484,1
925,20,2020-06-12 13:11:04,20,2019-08-01,2020-06-12 13:11:04,Pasuruan,,WIRAUSAHA (Pembatik ),Informal,489,4
924,20,2020-06-12 13:11:04,20,2019-06-01,2020-06-12 13:11:04,Pasuruan,,WIRAUSAHA (Pembatik ),Informal,489,6
927,20,2020-06-12 13:13:40,20,2019-09-01,2020-06-12 13:13:40,Pasuruan,,Bengkel Bubut,Informal,494,4
926,20,2020-06-12 13:13:40,20,2019-08-01,2020-06-12 13:13:40,Pasuruan,,PT. NIPPON PISTON RING,Formal,494,3
928,20,2020-06-12 13:21:05,20,2019-09-01,2020-06-12 13:21:05,Pasuruan,,PT. Ultra Prima Abadi (OT),Formal,490,1
931,20,2020-06-12 13:21:05,20,2019-11-01,2020-06-12 13:21:05,Pasuruan,,PT.HD MOTOR 99,Formal,490,1
929,20,2020-06-12 13:21:05,20,2019-10-01,2020-06-12 13:21:05,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,490,2
930,20,2020-06-12 13:21:05,20,2019-11-01,2020-06-12 13:21:05,Pasuruan,,PT. ANEKA TUNA INDONESIA,Formal,490,2
933,20,2020-06-12 13:25:11,20,2019-10-01,2020-06-12 13:25:11,Pasuruan,,Bengkel Mobil,Informal,491,4
932,20,2020-06-12 13:25:11,20,2019-08-01,2020-06-12 13:25:11,Pasuruan,,Bengkel Mobil,Informal,491,7
935,20,2020-06-12 13:26:22,20,2019-09-01,2020-06-12 13:26:22,Pasuruan,,PT. MEGA MARINE PRIDE,Formal,493,1
934,20,2020-06-12 13:26:22,20,2019-07-01,2020-06-12 13:26:22,Pasuruan,,WIRAUSAHA MANDIRI (Penjahit),Informal,493,13
937,20,2020-06-12 14:09:04,20,2019-11-01,2020-06-12 14:09:04,Pasuruan,,PT.MITRA ALAM SEGAR,Formal,496,1
936,20,2020-06-12 14:09:04,20,2019-10-01,2020-06-12 14:09:04,Pasuruan,,PT. DOMUSINDO PERDANA,Formal,496,5
1213,17,2020-06-17 13:33:09,17,2019-03-28,2020-06-17 13:33:09,Kota Madiun,-,PT. PNM,Formal,1599,1
1420,17,2020-06-23 08:41:36,17,2019-04-08,2020-06-23 08:41:36,Caruban - Madiun,-,RM. Warung Ijo,Formal,,1
939,20,2020-06-12 15:53:58,20,2019-10-01,2020-06-12 15:53:58,Pasuruan,,BENGKEL LSA,Informal,492,1
940,20,2020-06-12 15:53:58,20,2019-11-01,2020-06-12 15:53:58,Pasuruan,,"PT. MIDI UTAMA INDONESIA,TBK",Formal,492,1
941,20,2020-06-12 15:53:58,20,2019-11-01,2020-06-12 15:53:58,Pasuruan,,PT.PRAUDEN LIFE ASSURANCE,Informal,492,1
938,20,2020-06-12 15:53:58,20,2019-08-01,2020-06-12 15:53:58,Pasuruan,,PT. SINAR MAKMUR JAYA,Formal,492,2
1979,24,2020-07-15 01:55:57,24,2019-07-15,2020-07-15 01:55:57,JL.LETDA SUCIPTO NO 110 TUBAN,,PT USAHA BHAKTI,Formal,1927,1
2000,5,2020-07-15 03:19:26,5,2019-04-30,2020-07-15 03:19:26,SURABAYA,,PT. INDUSTRI TELEKOMUNIKASI INDONESIA,Formal,79,1
2002,5,2020-07-15 03:19:26,5,2019-06-28,2020-07-15 03:19:26,JL. JIMERTO NO. 25-27,,DINAS KOMINFO SURABAYA,Formal,79,1
2003,5,2020-07-15 03:19:26,5,2019-03-29,2020-07-15 03:19:26,WARU SIDOARJO,,PT. PANGGUNG ELEKTRONIK,Formal,79,1
2004,5,2020-07-15 03:19:26,5,2020-05-29,2020-07-15 03:19:26,GRESIK,,PT. PRIMABOGA,Formal,79,1
2005,5,2020-07-15 03:19:26,5,2020-05-29,2020-07-15 03:19:26,SURABAYA,,PT. MUTU BAL ALAM,Formal,79,1
2006,5,2020-07-15 03:19:26,5,2019-03-29,2020-07-15 03:19:26,SURABAYA,,SMK BABATAN,Formal,79,1
2007,5,2020-07-15 03:19:26,5,2019-04-30,2020-07-15 03:19:26,SIDOARJO,,PT. MASPION I,Formal,79,1
2008,5,2020-07-15 03:19:26,5,2020-03-31,2020-07-15 03:19:26,SURABAYA,,PT. TENSAN INDONESIA,Formal,79,1
2009,5,2020-07-15 03:19:26,5,2020-05-29,2020-07-15 03:19:26,SIDOARJO,,PT. MUFAFUSU SEJATI,Formal,79,1
2010,5,2020-07-15 03:19:26,5,2020-05-29,2020-07-15 03:19:26,SIDOARJO,,PT. SERASI DWI,Formal,79,1
2001,5,2020-07-15 03:19:26,5,2019-09-30,2020-07-15 03:19:26,JL A. YANI 242-244 SURABAYA,,KOMINFO PROV. JATIM,Formal,79,3
1999,5,2020-07-15 03:19:26,5,2020-06-30,2020-07-15 03:19:26,SURABAYA,,PT.SOS,Formal,79,2
2026,5,2020-07-15 03:38:26,5,2020-05-06,2020-07-15 03:38:26,SIDOARJO,,PT. JACOBIS,Formal,1103,1
2027,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SIDOARJO,,PT. PENGUIN INDONESIA,Formal,1103,1
2028,5,2020-07-15 03:38:26,5,2020-05-07,2020-07-15 03:38:26,SIDOARJO,,MASUYA DISTRA,Formal,1103,1
2029,5,2020-07-15 03:38:26,5,2020-05-12,2020-07-15 03:38:26,SIDOARJO,,BUMI MENARA INTERNUSA,Formal,1103,1
2030,5,2020-07-15 03:38:26,5,2020-05-12,2020-07-15 03:38:26,SIDOARJO,,PT. AAM,Formal,1103,1
2031,5,2020-07-15 03:38:26,5,2019-10-08,2020-07-15 03:38:26,SIDOARJO,,PT. VODA INDONESIA,Formal,1103,1
2032,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SIDOARJO,,KAWAN LAMA GROUP,Formal,1103,1
2033,5,2020-07-15 03:38:26,5,2019-10-15,2020-07-15 03:38:26,SIDOARJO,,TEAM DESAIN MANDIRI,Formal,1103,1
2034,5,2020-07-15 03:38:26,5,2019-10-08,2020-07-15 03:38:26,SIDOARJO,,PT. TJAKRINDO MAS MANDIRI,Formal,1103,1
2035,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SURABAYA,,PT. TEMPRINA,Formal,1103,1
2036,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SIDOARJO,,KAWAN LAMA GROUP,Formal,1103,1
2037,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SURABAYA,,MITRA 10,Formal,1103,1
2038,5,2020-07-15 03:38:26,5,2019-10-08,2020-07-15 03:38:26,SURABAYA,,WIRAUSAHA,Formal,1103,1
2039,5,2020-07-15 03:38:26,5,2020-05-05,2020-07-15 03:38:26,SIDOARJO,,PT. PABOXIN,Formal,1103,1
2040,5,2020-07-15 03:38:26,5,2019-10-08,2020-07-15 03:38:26,SIDOARJO,,PT. LELANGON,Formal,1103,1
2047,5,2020-07-15 03:48:21,5,2020-05-05,2020-07-15 03:48:21,SIDOARJO,,PT. PANGGUNG ELECTRIC,Formal,1563,1
